total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
3164,2968.24,14.4982,0.150327,2395.88,8.39643
3165,2969.05,14.512,0.142082,2396.14,7.81025
3166,2969.87,14.5257,0.134808,2396.4,7.48331
3167,2970.69,14.539,0.127118,2396.69,7
3168,2971.48,14.5543,0.121408,2396.86,6.85565
3169,2972.28,14.5691,0.115085,2397.07,6.48074
3170,2973.06,14.5852,0.110416,2397.21,6.2849
3171,2973.86,14.6001,0.104888,2397.4,5.87367
3172,2974.64,14.6163,0.101035,2397.53,5.78792
3173,2975.42,14.6326,0.0969506,2397.65,5.87367
3174,2976.21,14.6485,0.0935055,2397.81,5.24404
3175,2976.98,14.6653,0.0896738,2397.91,5.04975
3176,2977.75,14.6822,0.0876081,2398,4.84768
3177,2978.53,14.6989,0.0850451,2398.11,4.89898
3178,2979.3,14.7154,0.083048,2398.23,5
3179,2980.07,14.733,0.0814713,2398.3,4.3589
3180,2980.84,14.7499,0.0794804,2398.39,4.41588
3181,2981.61,14.767,0.0788056,2398.49,4.30116
3182,2982.38,14.7841,0.0785147,2398.58,4.52769
3183,2983.14,14.8017,0.0770433,2398.65,4.41588
3184,2983.9,14.8191,0.0769442,2398.73,4.12311
3185,2984.68,14.836,0.0761468,2398.83,3.80789
3186,2985.44,14.8536,0.076247,2398.91,4.12311
3187,2986.2,14.8713,0.0756442,2398.97,4.1833
3188,2986.96,14.8888,0.0761468,2399.05,4.24264
3189,2987.73,14.9064,0.0761468,2399.13,4.47214
3190,2988.49,14.924,0.0755433,2399.2,3.937
3191,2989.25,14.9413,0.0767456,2399.29,4.12311
3192,2990.01,14.9592,0.076247,2399.36,4.12311
3193,2990.77,14.9769,0.0780273,2399.43,4.3589
3194,2991.53,14.9946,0.0783201,2399.51,4.3589
3195,2992.3,15.0117,0.0802447,2399.63,4.41588
3196,2993.07,15.029,0.0811899,2399.72,4.79583
3197,2993.82,15.0472,0.0815649,2399.78,4.47214
3198,2994.59,15.0643,0.0823098,2399.89,4.12311
3199,2995.36,15.0819,0.0834147,2399.98,4.52769
3200,2996.12,15.0996,0.0853138,2400.06,4.58258
3201,2996.88,15.1172,0.0857598,2400.16,4.89898
3202,2997.65,15.1344,0.088302,2400.27,5.09902
3203,2998.41,15.1517,0.0894182,2400.38,4.52769
3204,2999.17,15.1696,0.0906048,2400.46,5.09902
3205,2999.94,15.1866,0.0934239,2400.59,5.04975
3206,3000.71,15.2039,0.0944796,2400.71,5.2915
3207,3001.48,15.221,0.0971078,2400.84,5.14782
3208,3002.25,15.2382,0.0981239,2400.96,5.38516
3209,3003.02,15.255,0.101412,2401.11,4.94975
3210,3003.8,15.2714,0.103645,2401.28,6
3211,3004.56,15.2892,0.104961,2401.37,5.70088
3212,3005.32,15.3065,0.106333,2401.49,6
3213,3006.1,15.3231,0.108886,2401.65,5.83095
3214,3006.87,15.3397,0.111105,2401.81,5.78792
3215,3007.65,15.3564,0.113685,2401.97,6.20484
3216,3008.43,15.3725,0.115482,2402.16,6.04152
3217,3009.2,15.3893,0.118868,2402.32,6.85565
3218,3009.99,15.4054,0.120525,2402.51,6.63325
3219,3010.77,15.4215,0.123958,2402.71,6.89202
3220,3011.56,15.4373,0.126697,2402.92,6.63325
3221,3012.34,15.4534,0.12932,2403.11,7.03562
3222,3013.13,15.4691,0.132294,2403.33,6.9282
3223,3013.91,15.485,0.134411,2403.55,7.24569
3224,3014.71,15.5002,0.136384,2403.8,7.38241
3225,3015.51,15.515,0.139972,2404.06,7.34847
3226,3016.3,15.5303,0.142458,2404.31,7.74597
3227,3017.1,15.5453,0.146367,2404.57,7.81025
3228,3017.9,15.5597,0.148077,2404.86,7.71362
3229,3018.71,15.574,0.152294,2405.16,8.15475
3230,3019.53,15.5876,0.154975,2405.5,8.15475
3231,3020.34,15.6015,0.157901,2405.82,8.39643
3232,3021.15,15.6159,0.160537,2406.12,8.18535
3233,3021.97,15.6291,0.16313,2406.47,8.51469
3234,3022.79,15.6423,0.16628,2406.84,8.83176
3235,3023.61,15.6552,0.168468,2407.21,8.74643
3236,3024.42,15.6698,0.170806,2407.5,8.83176
3237,3025.25,15.6823,0.172584,2407.89,8.86002
3238,3026.09,15.6943,0.175564,2408.32,9.48683
3239,3026.93,15.7061,0.177509,2408.76,9.19239
3240,3027.76,15.7186,0.180957,2409.15,9.51315
3241,3028.59,15.7312,0.181588,2409.55,9.32738
3242,3029.42,15.7435,0.183344,2409.96,10
3243,3030.25,15.756,0.18697,2410.36,10.025
3244,3031.1,15.7675,0.188757,2410.81,9.82344
3245,3031.94,15.7791,0.191207,2411.26,10.025
3246,3032.79,15.7903,0.19449,2411.73,10.247
3247,3033.63,15.8018,0.197449,2412.18,10.3441
3248,3034.5,15.8121,0.199372,2412.71,10.0747
3249,3035.39,15.8199,0.203763,2413.35,10.583
3250,3036.22,15.8324,0.210901,2413.76,10.8628
3251,3037.11,15.8406,0.218016,2414.39,11.4673
3252,3038,15.8487,0.226697,2415.03,12.1037
3253,3038.9,15.8566,0.239877,2415.69,12.4298
3254,3039.82,15.8623,0.255464,2416.46,13.6198
3255,3040.79,15.8647,0.274635,2417.41,14.6116
3256,3041.78,15.8649,0.299306,2418.49,16.0779
3257,3042.82,15.8625,0.328241,2419.71,17.6918
3258,3043.95,15.8527,0.363659,2421.33,19.7358
3259,3045.16,15.8368,0.406813,2423.3,22.0341
3260,3046.49,15.8128,0.450694,2425.69,24.4949
3261,3047.94,15.7789,0.500336,2428.64,27.2489
3262,3049.6,15.73,0.552013,2432.39,30.0666
3263,3051.4,15.6709,0.600496,2436.71,32.7338
3264,3053.43,15.5949,0.645182,2441.94,35.1212
3265,3055.65,15.5045,0.677945,2447.94,37.0135
3266,3057.84,15.4164,0.695027,2453.81,37.9276
3267,3060.23,15.3132,0.69574,2460.49,37.8814
3268,3062.49,15.2203,0.679059,2466.59,37.0068
3269,3064.72,15.1287,0.646056,2472.62,35.1639
3270,3066.81,15.0484,0.599059,2478.01,32.6113
3271,3068.58,14.9911,0.549922,2482.14,29.9333
3272,3070.22,14.9439,0.495417,2485.72,26.9537
3273,3071.68,14.9095,0.440714,2488.59,23.8328
3274,3073.01,14.8857,0.387586,2490.89,21.095
3275,3074.16,14.8739,0.342438,2492.52,18.6414
3276,3075.27,14.866,0.297106,2493.95,16.2481
3277,3076.27,14.8658,0.260169,2494.96,14.0535
3278,3077.24,14.8684,0.224805,2495.81,12.3288
3279,3078.12,14.8768,0.197527,2496.35,10.7703
3280,3078.98,14.8876,0.174431,2496.76,9.69536
3281,3079.83,14.8989,0.15364,2497.15,8.48528
3282,3080.65,14.9122,0.13616,2497.43,7.24569
3283,3081.45,14.927,0.121534,2497.63,6.59545
3284,3082.24,14.9426,0.110485,2497.79,6.2849
3285,3083.03,14.9579,0.0985893,2497.96,5.52268
3286,3083.81,14.9744,0.0920251,2498.07,5.61249
3287,3084.59,14.9908,0.0850451,2498.19,4.52769
3288,3085.36,15.0075,0.081845,2498.29,4.58258
3289,3086.13,15.0242,0.075745,2498.39,4.24264
3290,3086.9,15.0417,0.0720277,2498.45,3.24037
3291,3087.67,15.0588,0.0704209,2498.54,4.12311
3292,3088.43,15.0764,0.06675,2498.6,3.67423
3293,3089.19,15.0939,0.0661761,2498.66,3.80789
3294,3089.95,15.1118,0.0652472,2498.71,3.60555
3295,3090.71,15.1297,0.0651302,2498.76,3.53553
3296,3091.47,15.1476,0.0640673,2498.81,3.60555
3297,3092.23,15.165,0.0615157,2498.88,2.91548
3298,3092.99,15.1827,0.0625,2498.95,2.82843
3299,3093.75,15.2007,0.0622554,2499,3.60555
3300,3094.51,15.2185,0.0618866,2499.06,3.53553
3301,3095.27,15.2365,0.0625,2499.11,3.53553
3302,3096.02,15.2549,0.0622554,2499.14,3.67423
3303,3096.78,15.2729,0.0660607,2499.19,4.1833
3304,3097.54,15.2906,0.0647778,2499.26,2.82843
3305,3098.29,15.3088,0.0653641,2499.31,2.64575
3306,3099.05,15.3268,0.0644235,2499.37,3.4641
3307,3099.8,15.3449,0.0681078,2499.42,4.74342
3308,3100.56,15.3629,0.0687766,2499.48,3.74166
3309,3101.32,15.3809,0.0700952,2499.54,2.73861
