total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
1157,941.626,15.9506,0.490075,224.62,9.45487
1158,942.71,15.9444,0.540843,225.806,10.4989
1159,944.068,15.9179,0.61135,227.394,11.9183
1160,945.743,15.8679,0.698127,229.451,13.6528
1161,947.774,15.7915,0.787514,232.02,15.445
1162,950.313,15.6775,0.876472,235.332,17.2176
1163,953.391,15.5237,0.943374,239.418,18.5507
1164,956.585,15.3612,0.979153,243.678,19.2744
1165,960.14,15.1719,0.974506,248.455,19.1934
1166,963.341,15.0089,0.925831,252.709,18.2524
1167,966.305,14.8635,0.84789,256.613,16.7327
1168,968.676,14.7619,0.757883,259.654,14.9784
1169,970.602,14.6934,0.664108,262.038,13.1464
1170,972.141,14.6535,0.577993,263.859,11.4742
1171,973.422,14.6326,0.500488,265.303,9.96282
1172,974.429,14.6321,0.435753,266.338,8.70749
1173,975.286,14.6427,0.387448,267.163,7.77265
1174,976.057,14.6596,0.35115,267.864,7.06831
1175,976.703,14.6859,0.321383,268.375,6.4982
1176,977.36,14.7113,0.30068,268.906,6.09175
1177,977.897,14.7456,0.286571,269.265,5.8162
1178,978.48,14.7764,0.27519,269.685,5.59994
1179,979,14.812,0.267542,270.018,5.45436
1180,979.555,14.845,0.261194,270.4,5.32388
1181,980.069,14.881,0.25799,270.727,5.25372
1182,980.566,14.9182,0.255822,271.027,5.20216
1183,981.078,14.9543,0.254147,271.351,5.16675
1184,981.59,14.9905,0.25255,271.672,5.13414
1185,982.095,15.0271,0.251946,271.984,5.10897
1186,982.624,15.062,0.251187,272.333,5.09135
1187,983.133,15.0984,0.251824,272.652,5.08752
1188,983.613,15.1369,0.254086,272.934,5.14326
1189,984.128,15.1728,0.254896,273.262,5.16221
1190,984.656,15.2078,0.257131,273.613,5.19314
1191,985.152,15.2451,0.26055,273.914,5.2656
1192,985.671,15.2807,0.267485,274.256,5.42131
1193,986.208,15.315,0.274273,274.625,5.5516
1194,986.715,15.3515,0.283358,274.949,5.73776
1195,987.314,15.3812,0.293437,275.408,5.94243
1196,987.912,15.411,0.30651,275.868,6.20798
1197,988.521,15.44,0.320574,276.343,6.49218
1198,989.151,15.4673,0.33689,276.854,6.82367
1199,989.835,15.4907,0.352386,277.445,7.13048
1200,990.519,15.5142,0.368329,278.028,7.45141
1201,991.306,15.5299,0.391113,278.778,7.91014
1202,992.117,15.544,0.409188,279.555,8.27458
1203,992.969,15.5549,0.42935,280.396,8.67107
1204,993.92,15.5585,0.447244,281.383,9.02297
1205,994.873,15.562,0.463018,282.368,9.3324
1206,995.927,15.558,0.476979,283.505,9.60103
1207,996.977,15.5543,0.486073,284.634,9.7784
1208,998.085,15.5463,0.492807,285.849,9.91211
1209,999.163,15.5405,0.496386,287.016,9.97693
1210,1000.25,15.5341,0.494322,288.19,9.92629
1211,1001.32,15.5292,0.491024,289.337,9.8552
1212,1002.38,15.5248,0.481484,290.471,9.66348
1213,1003.46,15.5186,0.468978,291.639,9.40786
1214,1004.49,15.5164,0.456213,292.724,9.14894
1215,1005.43,15.5206,0.443303,293.683,8.89347
1216,1006.32,15.5291,0.430486,294.558,8.64038
1217,1007.25,15.5338,0.41362,295.5,8.29957
1218,1008.09,15.5456,0.403158,296.308,8.09514
1219,1008.89,15.561,0.38996,297.038,7.83472
