total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
4403,4209.26,14.3485,0.213883,3731.22,16.7033
4404,4210.21,14.3525,0.190567,3731.92,14.8997
4405,4211.13,14.3577,0.168965,3732.51,13.2288
4406,4212.05,14.3639,0.149513,3733.03,11.6619
4407,4212.93,14.3725,0.134638,3733.37,10.4881
4408,4213.82,14.3809,0.120841,3733.73,9.38083
4409,4214.69,14.3908,0.109932,3733.96,8.7178
4410,4215.55,14.4011,0.0999725,3734.17,7.81025
4411,4216.4,14.4118,0.0919422,3734.35,7.34847
4412,4217.26,14.4226,0.0849553,3734.51,6.63325
4413,4218.1,14.4341,0.0790955,3734.63,6.245
4414,4218.95,14.4453,0.0739097,3734.77,5.83095
4415,4219.78,14.4578,0.0698771,3734.81,5.56776
4416,4220.62,14.4695,0.06675,3734.92,5.2915
4417,4221.47,14.4808,0.062622,3735.05,5
4418,4222.3,14.4935,0.0603892,3735.08,4.69042
4419,4223.14,14.5052,0.0576751,3735.18,4.3589
4420,4223.97,14.5179,0.0555182,3735.22,4.47214
4421,4224.8,14.5306,0.0534172,3735.25,4.3589
4422,4225.64,14.5427,0.0516748,3735.32,4.12311
4423,4226.47,14.555,0.0500244,3735.38,4.12311
4424,4227.3,14.5676,0.0484753,3735.43,3.31662
4425,4228.13,14.5804,0.046875,3735.46,3.60555
4426,4228.96,14.5928,0.0453865,3735.52,3.74166
4427,4229.79,14.6055,0.0447091,3735.55,3.60555
4428,4230.61,14.6186,0.0434982,3735.57,3.31662
4429,4231.44,14.6311,0.0427908,3735.62,3.4641
4430,4232.27,14.6436,0.0407824,3735.67,3.31662
4431,4233.09,14.657,0.0405949,3735.67,3.74166
4432,4233.92,14.6694,0.0390625,3735.73,3.31662
4433,4234.75,14.6822,0.0382733,3735.76,3
4434,4235.58,14.6953,0.0372633,3735.78,2.64575
4435,4236.4,14.7085,0.0366439,3735.79,2.82843
4436,4237.23,14.7213,0.0358014,3735.83,2.64575
4437,4238.05,14.7342,0.0360138,3735.86,3
4438,4238.87,14.7474,0.0347195,3735.87,2.44949
4439,4239.7,14.7604,0.0338291,3735.9,2.44949
4440,4240.52,14.7731,0.0336028,3735.95,2.82843
4441,4241.35,14.7863,0.032682,3735.96,2.82843
4442,4242.16,14.8002,0.0322118,3735.93,2.82843
4443,4242.98,14.8131,0.0317345,3735.97,2.44949
4444,4243.81,14.8261,0.0310049,3736,2.44949
4445,4244.63,14.8392,0.03125,3736.03,1.73205
4446,4245.45,14.8529,0.0305088,3736.02,2
4447,4246.27,14.8658,0.0292317,3736.06,2
4448,4247.1,14.879,0.028705,3736.08,2.64575
4449,4247.92,14.8923,0.0289695,3736.1,2.44949
4450,4248.73,14.906,0.0273438,3736.09,1.73205
4451,4249.55,14.9191,0.0278962,3736.12,2.64575
4452,4250.37,14.9327,0.0270633,3736.13,2.23607
4453,4251.19,14.946,0.0276214,3736.15,2.44949
4454,4252.01,14.9594,0.0267799,3736.17,2
4455,4252.83,14.973,0.0270633,3736.17,2.44949
4456,4253.65,14.9864,0.025615,3736.18,2.23607
4457,4254.46,14.9997,0.025615,3736.2,2.44949
4458,4255.28,15.0134,0.0259111,3736.21,2
4459,4256.1,15.0271,0.0250122,3736.21,2.23607
4460,4256.92,15.0403,0.0247053,3736.24,1.73205
4461,4257.73,15.0539,0.0247053,3736.25,1.41421
4462,4258.55,15.0676,0.0250122,3736.26,2
4463,4259.37,15.081,0.0243945,3736.28,1.73205
4464,4260.18,15.0949,0.0240797,3736.28,2.23607
4465,4261,15.1085,0.0237608,3736.29,2.23607
4466,4261.81,15.1223,0.0240797,3736.29,1.73205
4467,4262.63,15.1357,0.0240797,3736.32,2
4468,4263.44,15.1495,0.0231097,3736.32,1.41421
4469,4264.26,15.1631,0.0227772,3736.34,1.41421
4470,4265.07,15.1768,0.0237608,3736.36,1.73205
4471,4265.88,15.191,0.0234375,3736.34,2.23607
4472,4266.7,15.2047,0.0227772,3736.35,2.44949
4473,4267.51,15.2183,0.0220971,3736.37,2
4474,4268.33,15.2321,0.0224397,3736.38,1
4475,4269.14,15.2461,0.0213954,3736.38,1.41421
4476,4269.95,15.2598,0.0224397,3736.4,1.41421
4477,4270.77,15.2737,0.0217491,3736.41,1.41421
4478,4271.58,15.2874,0.0227772,3736.43,2
4479,4272.39,15.3014,0.0217491,3736.43,1
4480,4273.2,15.3155,0.0217491,3736.43,1.41421
4481,4274.01,15.3294,0.0224397,3736.44,1
4482,4274.82,15.3437,0.0220971,3736.43,1.73205
4483,4275.64,15.3571,0.0220971,3736.48,2.23607
4484,4276.44,15.3716,0.0213954,3736.45,2
4485,4277.26,15.3855,0.0202975,3736.46,1.41421
4486,4278.07,15.3994,0.0210358,3736.48,2
4487,4278.88,15.4133,0.019918,3736.5,1
4488,4279.69,15.4273,0.0210358,3736.51,1.41421
4489,4280.5,15.4417,0.0210358,3736.5,1.41421
4490,4281.31,15.4558,0.0202975,3736.51,0
4491,4282.12,15.4697,0.0210358,3736.53,1.73205
4492,4282.92,15.4841,0.0202975,3736.52,1.41421
4493,4283.74,15.4978,0.0210358,3736.56,1.41421
4494,4284.55,15.5121,0.0210358,3736.56,1
4495,4285.35,15.5264,0.0206699,3736.56,1.41421
4496,4286.16,15.5407,0.0202975,3736.56,1.41421
4497,4286.97,15.5548,0.0206699,3736.58,1.41421
4498,4287.77,15.5693,0.0202975,3736.57,1.41421
4499,4288.58,15.5835,0.0210358,3736.58,1.41421
4500,4289.39,15.5976,0.0202975,3736.6,1
4501,4290.2,15.612,0.0213954,3736.6,1.41421
4502,4291,15.6264,0.0210358,3736.6,1
4503,4291.81,15.6411,0.019918,3736.59,1.41421
4504,4292.62,15.655,0.0202975,3736.62,1.73205
4505,4293.42,15.6696,0.0191366,3736.62,1
4506,4294.22,15.6842,0.0206699,3736.62,0
4507,4295.03,15.6981,0.0195312,3736.65,1.41421
4508,4295.84,15.7127,0.0195312,3736.65,1.41421
4509,4296.64,15.7272,0.019918,3736.65,nan
4510,4297.45,15.7416,0.0195312,3736.66,1.41421
4511,4298.25,15.7561,0.019918,3736.67,1.41421
4512,4299.06,15.7706,0.0195312,3736.68,1.73205
4513,4299.86,15.7851,0.019918,3736.68,1
4514,4300.66,15.7998,0.0202975,3736.68,1
4515,4301.47,15.8144,0.0202975,3736.69,1.41421
4516,4302.27,15.8287,0.0191366,3736.71,1
4517,4303.07,15.8435,0.0195312,3736.7,1.73205
4518,4303.88,15.8577,0.0187337,3736.74,1.41421
4519,4304.68,15.8726,0.0195312,3736.73,2
