total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
0,-0.26717,0.0197866,0,0.124613,0.41224
1,0.732101,0.0198406,nan,0.124617,0.412249
2,1.73138,0.0198937,nan,0.124613,0.41224
3,2.73066,0.0199476,7.62939e-06,0.124623,0.412254
4,3.72993,0.0200017,nan,0.124623,0.412254
5,4.7292,0.0200557,0,0.124623,0.412254
6,5.72847,0.0201098,nan,0.124614,0.41224
7,6.72772,0.0201647,nan,0.124617,0.412249
8,7.72699,0.0202188,nan,0.124613,0.41224
9,8.72624,0.0202746,9.34406e-06,0.124617,0.412249
10,9.7255,0.0203296,nan,0.124614,0.412243
11,10.7248,0.0203845,nan,0.124613,0.41224
12,11.724,0.0204404,nan,0.124613,0.41224
13,12.7232,0.0204963,nan,0.124613,0.412239
14,13.7225,0.020553,0,0.124623,0.412254
15,14.7217,0.020609,nan,0.124613,0.41224
16,15.721,0.0206658,nan,0.124613,0.41224
17,16.7202,0.0207226,nan,0.124614,0.412243
18,17.7194,0.0207794,nan,0.124613,0.412239
19,18.7186,0.0208371,nan,0.124614,0.412243
20,19.7179,0.0208949,nan,0.124617,0.412249
21,20.7171,0.0209526,0,0.124614,0.412243
22,21.7163,0.0210104,nan,0.124613,0.41224
23,22.7155,0.021069,nan,0.124622,0.412253
24,23.7147,0.0211276,0,0.124622,0.412253
25,24.7139,0.0211855,nan,0.124613,0.412239
26,25.7131,0.0212451,nan,0.124613,0.41224
27,26.7123,0.0213047,0,0.124617,0.412248
28,27.7115,0.0213642,nan,0.124622,0.412253
29,28.7107,0.0214239,9.34406e-06,0.124617,0.412248
30,29.7099,0.0214835,nan,0.124613,0.41224
31,30.7091,0.0215439,7.62939e-06,0.124622,0.412253
32,31.7083,0.0216046,nan,0.124614,0.412243
33,32.7075,0.0216651,nan,0.124614,0.412243
34,33.7066,0.0217256,7.62939e-06,0.124613,0.412239
35,34.7058,0.0217871,nan,0.124613,0.412239
36,35.705,0.0218486,nan,0.124613,0.412239
37,36.7041,0.0219109,nan,0.124622,0.412253
38,37.7033,0.0219733,1.07896e-05,0.124622,0.412253
39,38.7025,0.0220348,nan,0.124613,0.412239
40,39.7016,0.0220981,nan,0.124617,0.412248
41,40.7008,0.0221606,7.62939e-06,0.124614,0.412243
42,41.6999,0.0222239,nan,0.124617,0.412248
43,42.6991,0.0222872,0,0.124617,0.412248
44,43.6982,0.0223514,7.62939e-06,0.124622,0.412253
45,44.6973,0.0224148,nan,0.124613,0.412239
46,45.6965,0.0224791,nan,0.124617,0.412248
47,46.6956,0.0225433,0,0.124613,0.412239
48,47.6947,0.0226085,7.62939e-06,0.124614,0.412242
49,48.6938,0.0226737,nan,0.124617,0.412248
50,49.693,0.0227389,0,0.124614,0.412242
51,50.6921,0.0228041,0,0.124613,0.412239
52,51.6912,0.0228702,7.62939e-06,0.124617,0.412248
53,52.6903,0.0229363,0,0.124613,0.412239
54,53.6894,0.0230033,0,0.124622,0.412252
55,54.6885,0.0230695,nan,0.124616,0.412248
56,55.6876,0.0231366,7.62939e-06,0.124616,0.412248
57,56.6867,0.0232045,7.62939e-06,0.124622,0.412253
58,57.6858,0.0232716,7.62939e-06,0.124613,0.412239
59,58.6849,0.0233396,nan,0.124616,0.412248
60,59.6839,0.0234076,1.07896e-05,0.124613,0.412239
61,60.683,0.0234765,0,0.124614,0.412242
62,61.6821,0.0235454,nan,0.124614,0.412242
63,62.6811,0.0236144,0,0.124613,0.412239
64,63.6802,0.0236833,0,0.124613,0.412239
65,64.6793,0.023754,7.62939e-06,0.124616,0.412248
66,65.6783,0.023823,nan,0.124613,0.412239
67,66.6774,0.0238937,nan,0.124613,0.412239
68,67.6764,0.0239645,nan,0.124613,0.412239
69,68.6755,0.0240353,1.07896e-05,0.124613,0.412239
70,69.6745,0.0241069,nan,0.124621,0.412251
71,70.6735,0.0241787,nan,0.124614,0.412242
72,71.6726,0.0242504,nan,0.124616,0.412247
73,72.6716,0.0243222,nan,0.124613,0.412239
74,73.6706,0.0243948,7.62939e-06,0.124613,0.412239
75,74.6696,0.0244683,nan,0.124621,0.412251
76,75.6686,0.0245419,nan,0.124616,0.412247
77,76.6676,0.0246146,nan,0.124613,0.412239
78,77.6666,0.0246891,nan,0.124614,0.412242
79,78.6656,0.0247636,nan,0.124616,0.412247
80,79.6646,0.0248381,nan,0.124616,0.412247
81,80.6636,0.0249126,nan,0.124613,0.412239
82,81.6626,0.024988,0,0.124621,0.412251
83,82.6616,0.0250635,nan,0.124613,0.412239
84,83.6605,0.0251398,0,0.124617,0.41225
85,84.6595,0.0252162,nan,0.124617,0.41225
86,85.6585,0.0252926,nan,0.124614,0.412242
87,86.6575,0.025369,0,0.124613,0.412238
88,87.6564,0.0254472,nan,0.124617,0.41225
89,88.6554,0.0255244,nan,0.124621,0.412251
90,89.6543,0.0256018,0,0.124613,0.412238
91,90.6532,0.0256809,nan,0.124621,0.41225
92,91.6522,0.0257601,nan,0.124617,0.41225
93,92.6511,0.0258383,0,0.124613,0.412238
94,93.65,0.0259184,nan,0.124617,0.41225
95,94.649,0.0259985,nan,0.124617,0.41225
96,95.6479,0.0260786,nan,0.124617,0.412249
97,96.6468,0.0261587,nan,0.124613,0.412239
98,97.6457,0.0262397,nan,0.124621,0.41225
99,98.6446,0.0263208,nan,0.124613,0.412238
100,99.6435,0.0264027,0,0.124613,0.412239
101,100.642,0.0264847,nan,0.124613,0.412238
102,101.641,0.0265666,nan,0.124613,0.412238
103,102.64,0.0266505,0,0.124614,0.412244
104,103.639,0.0267342,nan,0.124624,0.412258
105,104.638,0.0268171,nan,0.124621,0.41225
106,105.637,0.0269018,nan,0.124624,0.412258
107,106.636,0.0269857,nan,0.124613,0.412241
108,107.634,0.0270704,nan,0.124621,0.41225
109,108.633,0.0271552,nan,0.124612,0.412238
110,109.632,0.0272409,7.62939e-06,0.124612,0.412238
111,110.631,0.0273266,0,0.124612,0.412238
112,111.63,0.0274141,nan,0.124616,0.412249
113,112.629,0.0275007,nan,0.12462,0.41225
114,113.628,0.0275874,1.07896e-05,0.124612,0.412238
115,114.626,0.0276749,nan,0.124612,0.412237
116,115.625,0.0277642,7.62939e-06,0.124624,0.412258
117,116.624,0.0278519,0,0.124612,0.412238
118,117.623,0.0279413,7.62939e-06,0.124614,0.412244
119,118.622,0.0280307,nan,0.124614,0.412244
120,119.62,0.0281201,7.62939e-06,0.124612,0.412238
121,120.619,0.0282112,0,0.124628,0.412261
122,121.618,0.0283008,1.32145e-05,0.124612,0.412237
123,122.617,0.028392,1.32145e-05,0.124612,0.412238
124,123.615,0.0284833,nan,0.124612,0.412237
125,124.614,0.0285764,nan,0.124618,0.412253
126,125.613,0.0286677,0,0.124612,0.412237
127,126.612,0.0287608,0,0.124612,0.412238
