total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
1684,1486.48,14.6283,0.995703,813.037,29.3183
1685,1490.07,14.4365,0.909519,819.713,26.7628
1686,1492.95,14.2975,0.79851,824.819,23.4987
1687,1495.29,14.1978,0.679485,828.768,20.0094
1688,1497.13,14.136,0.564382,831.588,16.6245
1689,1498.54,14.1058,0.467152,833.482,13.784
1690,1499.65,14.097,0.386916,834.741,11.4428
1691,1500.62,14.0994,0.319836,835.676,9.49342
1692,1501.45,14.1124,0.268624,836.293,8
1693,1502.19,14.1317,0.230833,836.734,6.92369
1694,1502.88,14.154,0.199372,837.078,6.0156
1695,1503.53,14.1805,0.178281,837.312,5.38516
1696,1504.18,14.206,0.160774,837.568,4.8734
1697,1504.77,14.2362,0.148232,837.685,4.56207
1698,1505.4,14.2641,0.138548,837.876,4.29389
1699,1505.99,14.2946,0.131485,837.991,4.03113
1700,1506.58,14.3245,0.126577,838.127,3.91312
1701,1507.17,14.3554,0.121973,838.232,3.72492
1702,1507.76,14.3856,0.119061,838.363,3.69121
1703,1508.34,14.4169,0.115944,838.458,3.58818
1704,1508.91,14.4486,0.113079,838.54,3.4821
1705,1509.48,14.4801,0.112402,838.641,3.4187
1706,1510.06,14.5115,0.110554,838.737,3.36341
1707,1510.64,14.5423,0.109445,838.856,3.37268
1708,1511.2,14.5752,0.108042,838.914,3.24037
1709,1511.76,14.608,0.107475,838.979,3.24037
1710,1512.33,14.6391,0.106834,839.091,3.22102
1711,1512.89,14.672,0.10619,839.157,3.22102
1712,1513.46,14.7036,0.10467,839.26,3.15238
1713,1514.02,14.7363,0.104232,839.331,3.15238
1714,1514.59,14.7684,0.10467,839.425,3.07205
1715,1515.14,14.8016,0.104451,839.486,3.07205
1716,1515.71,14.8338,0.10246,839.574,3.13249
1717,1516.26,14.867,0.10335,839.64,3.11247
1718,1516.82,14.8995,0.101937,839.726,3.10242
1719,1517.37,14.9324,0.102683,839.805,3.09233
1720,1517.93,14.9656,0.101713,839.877,2.90474
1721,1518.48,14.9988,0.101337,839.947,2.98957
1722,1519.03,15.0322,0.101487,840.017,2.98957
1723,1519.58,15.065,0.100581,840.104,2.97909
1724,1520.13,15.0984,0.101638,840.174,3.09233
1725,1520.68,15.1316,0.101937,840.252,2.98957
1726,1521.24,15.1648,0.102757,840.329,2.94746
1727,1521.78,15.1988,0.102087,840.39,3.04138
1728,1522.32,15.2328,0.100733,840.448,3.08221
1729,1522.87,15.266,0.101337,840.531,2.92617
1730,1523.42,15.2991,0.101487,840.622,2.93684
1731,1523.96,15.333,0.101562,840.687,2.93684
1732,1524.51,15.3664,0.103571,840.773,2.93684
1733,1525.06,15.4003,0.103202,840.847,2.98957
1734,1525.6,15.4342,0.102832,840.919,3
1735,1526.13,15.4686,0.103865,840.981,3.04138
1736,1526.67,15.5033,0.10467,841.035,3.05164
1737,1527.21,15.5368,0.104743,841.123,3.04138
1738,1527.77,15.5695,0.105034,841.238,3.08221
1739,1528.3,15.6042,0.107546,841.298,3.08221
1740,1528.84,15.6386,0.108605,841.366,3.03109
1741,1529.39,15.6722,0.11007,841.461,3.10242
1742,1529.93,15.7059,0.112741,841.557,3.17214
1743,1530.46,15.7405,0.114153,841.621,3.13249
1744,1531.02,15.7731,0.117122,841.745,3.30719
1745,1531.56,15.8074,0.120335,841.827,3.4821
1746,1532.09,15.8424,0.124878,841.891,3.61421
1747,1532.66,15.874,0.128965,842.049,3.75832
1748,1533.2,15.9078,0.134411,842.145,3.89711
1749,1533.77,15.9398,0.143205,842.3,4.06202
1750,1534.33,15.9727,0.152143,842.428,4.35172
1751,1534.91,16.0036,0.164062,842.617,4.72361
1752,1535.51,16.0333,0.179603,842.84,5.15994
1753,1536.11,16.0632,0.198797,843.061,5.75543
1754,1536.76,16.0889,0.225482,843.407,6.52878
1755,1537.43,16.1135,0.255733,843.781,7.4162
1756,1538.17,16.1324,0.300502,844.335,8.7714
1757,1539.03,16.1432,0.351693,845.115,10.2987
