total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
1863,1666.82,14.5287,0.235576,1005.81,7.61577
1864,1667.58,14.5469,0.211948,1006.25,6.87841
1865,1668.28,14.5689,0.193428,1006.56,6.26997
1866,1668.96,14.5925,0.176128,1006.83,5.72276
1867,1669.63,14.6173,0.162286,1007.06,5.27376
1868,1670.27,14.6441,0.152093,1007.23,4.95606
1869,1670.9,14.671,0.143205,1007.39,4.63681
1870,1671.53,14.6984,0.135711,1007.54,4.43706
1871,1672.17,14.7257,0.12985,1007.69,4.23527
1872,1672.78,14.7543,0.125061,1007.81,4.09268
1873,1673.39,14.7828,0.12122,1007.93,3.92906
1874,1674,14.8117,0.118482,1008.03,3.9211
1875,1674.62,14.8405,0.11568,1008.14,3.75832
1876,1675.23,14.8694,0.11462,1008.26,3.75
1877,1675.84,14.8979,0.112402,1008.38,3.62284
1878,1676.45,14.9272,0.113079,1008.48,3.75832
1879,1677.05,14.9568,0.11247,1008.58,3.7333
1880,1677.64,14.9866,0.112198,1008.67,3.63146
1881,1678.25,15.016,0.111653,1008.77,3.51781
1882,1678.84,15.0457,0.11179,1008.86,3.69966
1883,1679.44,15.0758,0.110899,1008.95,3.59687
1884,1680.04,15.1055,0.112062,1009.05,3.55317
1885,1680.65,15.1345,0.111311,1009.17,3.61421
1886,1681.23,15.1651,0.111926,1009.25,3.58818
1887,1681.84,15.1942,0.113012,1009.37,3.62284
1888,1682.42,15.2252,0.113483,1009.43,3.57946
1889,1683.03,15.2542,0.113281,1009.56,3.60555
1890,1683.62,15.2847,0.114753,1009.65,3.58818
1891,1684.22,15.3145,0.114953,1009.75,3.64863
1892,1684.82,15.3438,0.114886,1009.87,3.59687
1893,1685.41,15.3743,0.116731,1009.96,3.69966
1894,1686,15.4045,0.118354,1010.06,3.68273
1895,1686.59,15.4346,0.117577,1010.16,3.64005
1896,1687.19,15.4644,0.11874,1010.28,3.75
1897,1687.79,15.4942,0.120335,1010.39,3.80789
1898,1688.38,15.5247,0.120778,1010.49,3.80789
1899,1688.97,15.5551,0.122534,1010.59,3.86491
1900,1689.58,15.5837,0.124327,1010.75,3.86491
1901,1690.17,15.6139,0.125912,1010.86,3.78319
1902,1690.76,15.6442,0.125183,1010.96,3.95285
1903,1691.35,15.6746,0.127657,1011.07,3.89711
1904,1691.95,15.7041,0.128965,1011.2,4.10792
1905,1692.55,15.7339,0.131717,1011.34,4.03887
1906,1693.16,15.7631,0.132812,1011.48,4.11552
1907,1693.76,15.7927,0.134865,1011.62,4.16833
1908,1694.35,15.8231,0.13722,1011.73,4.29389
1909,1694.97,15.8514,0.139317,1011.91,4.25735
1910,1695.54,15.8827,0.14219,1012,4.29389
1911,1696.17,15.9103,0.144002,1012.2,4.3946
1912,1696.76,15.9406,0.147095,1012.33,4.48609
1913,1697.38,15.969,0.149411,1012.51,4.56207
1914,1697.99,15.9976,0.152694,1012.68,4.57575
1915,1698.59,16.0276,0.155074,1012.82,4.75
1916,1699.21,16.0555,0.160869,1013.02,4.94975
1917,1699.83,16.0835,0.164527,1013.22,4.98748
1918,1700.46,16.111,0.1691,1013.43,5.16599
1919,1701.08,16.1388,0.174518,1013.64,5.26783
1920,1701.71,16.1665,0.180704,1013.85,5.51135
1921,1702.35,16.1931,0.1875,1014.1,5.70636
1922,1703.02,16.2178,0.196869,1014.4,5.98957
1923,1703.68,16.2428,0.207068,1014.7,6.36396
1924,1704.35,16.2676,0.220002,1015.01,6.78233
1925,1705.06,16.2886,0.235479,1015.43,7.17635
1926,1705.78,16.3097,0.258463,1015.86,7.96869
1927,1706.55,16.3267,0.285022,1016.41,8.84237
1928,1707.4,16.3379,0.323488,1017.14,10.0871
1929,1708.33,16.3431,0.373696,1018.07,11.7739
1930,1709.37,16.34,0.437256,1019.27,13.8293
1931,1710.64,16.32,0.521247,1021.01,16.5529
1932,1712.3,16.2709,0.627801,1023.68,20.0406
1933,1714.34,16.1937,0.743646,1027.26,23.7986
1934,1716.99,16.0714,0.865602,1032.27,27.7714
1935,1720.27,15.9029,0.974075,1038.77,31.257
1936,1724.21,15.6852,1.04912,1046.82,33.6805
1937,1728.47,15.4434,1.06696,1055.64,34.2436
1938,1732.77,15.1997,1.01959,1064.5,32.7261
1939,1736.41,15.0042,0.925377,1071.8,29.6964
1940,1739.44,14.8534,0.801162,1077.64,25.7026
1941,1741.84,14.75,0.67042,1081.95,21.5349
1942,1743.63,14.691,0.552869,1084.83,17.7482
1943,1745.05,14.6602,0.449287,1086.81,14.4784
1944,1746.18,14.6505,0.365876,1088.1,11.7845
1945,1747.13,14.6543,0.299587,1088.97,9.69536
1946,1747.96,14.6668,0.246713,1089.56,8
1947,1748.72,14.6849,0.207694,1089.97,6.80074
1948,1749.42,14.7066,0.178879,1090.27,5.92663
1949,1750.1,14.7308,0.158432,1090.48,5.27968
1950,1750.75,14.7562,0.141814,1090.66,4.75657
1951,1751.4,14.7824,0.130786,1090.81,4.4017
1952,1752.03,14.8096,0.123279,1090.94,4.13824
1953,1752.66,14.8369,0.119827,1091.06,4.13824
1954,1753.3,14.8639,0.117057,1091.19,4
1955,1753.92,14.892,0.115482,1091.3,3.98434
1956,1754.53,14.9206,0.114886,1091.38,3.82426
1957,1755.16,14.948,0.115482,1091.51,3.82426
1958,1755.79,14.9756,0.116272,1091.63,4
1959,1756.41,15.0039,0.118675,1091.73,4
1960,1757.04,15.0315,0.120589,1091.86,4.1833
1961,1757.67,15.0588,0.121973,1091.99,4.25735
1962,1758.29,15.0868,0.123958,1092.11,4.28661
1963,1758.91,15.1148,0.128135,1092.22,4.41588
1964,1759.54,15.1422,0.13102,1092.37,4.47214
1965,1760.18,15.1692,0.13407,1092.52,4.47214
1966,1760.81,15.1964,0.136607,1092.67,4.55522
1967,1761.44,15.2238,0.142458,1092.81,4.8734
1968,1762.08,15.2503,0.1449,1092.99,4.80885
1969,1762.71,15.2777,0.149972,1093.13,4.98748
1970,1763.38,15.3024,0.154975,1093.37,5.14782
1971,1764.03,15.3281,0.161295,1093.58,5.3619
1972,1764.68,15.3543,0.165498,1093.77,5.4658
1973,1765.33,15.38,0.173157,1093.98,5.76628
1974,1766.01,15.4036,0.179475,1094.26,6.0208
1975,1766.7,15.427,0.186439,1094.54,6.19476
1976,1767.38,15.4501,0.195469,1094.84,6.49038
1977,1768.09,15.472,0.203575,1095.19,6.75463
1978,1768.77,15.4954,0.212451,1095.47,7.13267
1979,1769.5,15.5158,0.222348,1095.86,7.39087
1980,1770.22,15.536,0.233331,1096.26,7.78621
1981,1770.97,15.5547,0.244383,1096.71,8.17771
1982,1771.76,15.57,0.258876,1097.27,8.55862
1983,1772.58,15.5838,0.271871,1097.88,9.05539
1984,1773.36,15.5999,0.287342,1098.43,9.5
1985,1774.23,15.6095,0.301516,1099.17,9.98749
1986,1775.11,15.6186,0.319764,1099.94,10.5594
1987,1776.02,15.6251,0.337704,1100.8,11.2194
1988,1776.99,15.6273,0.356861,1101.79,11.8374
1989,1777.99,15.6276,0.374083,1102.85,12.3895
1990,1779.03,15.6242,0.393931,1104.03,12.9856
1991,1780.13,15.617,0.412142,1105.33,13.6382
1992,1781.27,15.6068,0.42935,1106.73,14.1995
1993,1782.47,15.5916,0.445193,1108.3,14.6969
1994,1783.69,15.5759,0.458631,1109.88,15.1658
1995,1784.98,15.5539,0.468359,1111.66,15.4515
1996,1786.28,15.5318,0.477154,1113.45,15.7401
1997,1787.57,15.5103,0.48077,1115.21,15.8588
1998,1788.95,15.4824,0.47942,1117.18,15.7956
1999,1790.28,15.4582,0.476338,1119.03,15.7361
2000,1791.57,15.4362,0.470115,1120.8,15.5161
2001,1792.85,15.4152,0.459479,1122.53,15.211
2002,1794.1,15.3972,0.447176,1124.17,14.7606
2003,1795.31,15.3816,0.434718,1125.72,14.3265
2004,1796.47,15.3699,0.420389,1127.15,13.9014
2005,1797.62,15.3584,0.406588,1128.58,13.4536
2006,1798.71,15.352,0.393776,1129.83,13.048
2007,1799.78,15.3465,0.380634,1131.05,12.6442
2008,1800.82,15.3436,0.369156,1132.18,12.2678
2009,1801.83,15.3428,0.36016,1133.25,12.0468
2010,1802.87,15.34,0.352646,1134.39,11.7951
2011,1803.82,15.3435,0.349517,1135.33,11.7154
2012,1804.8,15.3449,0.34781,1136.33,11.726
2013,1805.76,15.3485,0.345874,1137.26,11.6726
2014,1806.76,15.3479,0.347261,1138.34,11.7739
2015,1807.71,15.3521,0.350541,1139.25,11.8374
2016,1808.71,15.3518,0.353812,1140.32,11.9948
2017,1809.68,15.3541,0.358908,1141.3,12.1604
2018,1810.71,15.3518,0.365584,1142.44,12.4197
2019,1811.73,15.3504,0.370209,1143.54,12.5698
2020,1812.8,15.3455,0.376786,1144.77,12.7867
2021,1813.84,15.3419,0.381075,1145.95,12.9663
2022,1814.87,15.3399,0.38339,1147.07,12.9856
2023,1815.95,15.3338,0.38579,1148.34,13.1482
2024,1817.04,15.3278,0.385988,1149.59,13.1101
2025,1818.05,15.3269,0.386265,1150.67,13.1053
2026,1819.15,15.3193,0.38331,1151.98,13.0096
2027,1820.2,15.3154,0.379369,1153.16,12.8744
2028,1821.27,15.3102,0.375772,1154.39,12.7426
2029,1822.29,15.3091,0.370003,1155.47,12.5549
2030,1823.33,15.3059,0.362966,1156.63,12.2678
2031,1824.32,15.3066,0.358014,1157.65,12.1707
2032,1825.31,15.3072,0.349669,1158.67,11.8427
2033,1826.28,15.31,0.343817,1159.63,11.6619
2034,1827.26,15.3115,0.336686,1160.62,11.4619
2035,1828.22,15.3138,0.330673,1161.59,11.1803
