total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
5999,5616.67,28.3157,0.0078125,4559.96,2
6000,5617.34,28.3395,0.0078125,4559.96,nan
6001,5618.02,28.3634,0.0110485,4559.96,2
6002,5618.71,28.3866,nan,4559.96,nan
6003,5619.39,28.4105,0.0078125,4559.96,0
6004,5620.06,28.4343,nan,4559.96,1.41421
6005,5620.74,28.4581,nan,4559.96,1.41421
6006,5621.42,28.482,0.0078125,4559.96,0
6007,5622.1,28.5058,0.0078125,4559.96,nan
6008,5622.78,28.5297,0,4559.96,nan
