total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
3623,3420.55,14.9934,0.236804,2853.95,14.6799
3624,3421.49,14.9981,0.232742,2854.7,14.5945
3625,3422.44,15.002,0.228541,2855.51,14
3626,3423.38,15.0061,0.225076,2856.3,14.0712
3627,3424.32,15.0106,0.222416,2857.07,14
3628,3425.25,15.0156,0.220452,2857.81,13.784
3629,3426.19,15.0201,0.218051,2858.58,13.8022
3630,3427.13,15.0249,0.217526,2859.34,13.8022
3631,3428.03,15.0316,0.21633,2859.98,13.4536
3632,3428.96,15.0372,0.21721,2860.69,13.4722
3633,3429.88,15.0427,0.218436,2861.4,13.7295
3634,3430.81,15.0486,0.218924,2862.09,13.9463
3635,3431.73,15.0539,0.220452,2862.81,14.089
3636,3432.66,15.0593,0.222279,2863.54,14.089
3637,3433.6,15.0638,0.225245,2864.32,14.2829
3638,3434.55,15.0676,0.227671,2865.14,14.4222
3639,3435.51,15.0708,0.232643,2866.01,14.7309
3640,3436.45,15.0748,0.236933,2866.82,15.2151
3641,3437.42,15.0768,0.241967,2867.76,15.2151
3642,3438.39,15.0796,0.247639,2868.65,15.5885
3643,3439.36,15.0816,0.252611,2869.59,16.4469
3644,3440.35,15.0825,0.259258,2870.61,16.386
3645,3441.34,15.083,0.265596,2871.64,17.2047
3646,3442.35,15.0819,0.272711,2872.78,17.5357
3647,3443.37,15.0808,0.27814,2873.92,17.8185
3648,3444.43,15.0765,0.286331,2875.27,18.1934
3649,3445.49,15.0723,0.293515,2876.61,18.5203
3650,3446.51,15.0706,0.297876,2877.78,19.0132
3651,3447.58,15.065,0.302476,2879.2,19.1311
3652,3448.67,15.0588,0.30852,2880.66,19.685
3653,3449.76,15.0517,0.313232,2882.18,20.0125
3654,3450.86,15.0448,0.315537,2883.68,19.9625
3655,3451.97,15.0367,0.317441,2885.25,20.2855
3656,3453.07,15.0293,0.318497,2886.79,20.025
3657,3454.17,15.0215,0.31821,2888.33,20
3658,3455.28,15.0135,0.316527,2889.89,20.1866
3659,3456.37,15.0064,0.312915,2891.39,19.532
3660,3457.48,14.9987,0.308964,2892.93,19.6596
3661,3458.55,14.9937,0.303709,2894.3,18.9209
3662,3459.63,14.9878,0.297183,2895.72,18.6949
3663,3460.68,14.984,0.290274,2897,18.412
3664,3461.73,14.9799,0.282306,2898.3,17.6068
3665,3462.75,14.9783,0.273549,2899.45,16.7332
3666,3463.77,14.9769,0.264647,2900.57,16.6733
3667,3464.8,14.9749,0.254776,2901.74,16.0935
3668,3465.76,14.9778,0.245815,2902.6,15.7162
3669,3466.71,14.9817,0.23661,2903.4,14.6629
3670,3467.67,14.9847,0.227,2904.24,14.4568
3671,3468.61,14.9893,0.217736,2904.99,13.7477
3672,3469.53,14.9946,0.207987,2905.7,12.8841
3673,3470.45,15.0007,0.199487,2906.36,12.2066
3674,3471.35,15.0086,0.191247,2906.9,11.9583
3675,3472.24,15.0163,0.183219,2907.45,11.2694
3676,3473.12,15.0256,0.177165,2907.91,10.9545
3677,3474.01,15.0338,0.168694,2908.44,10.583
3678,3474.87,15.0438,0.163036,2908.85,10.0499
3679,3475.72,15.0546,0.157708,2909.22,9.8995
3680,3476.58,15.0656,0.15374,2909.58,9.59166
3681,3477.43,15.0766,0.150479,2909.93,9.48683
3682,3478.27,15.0882,0.147095,2910.25,9.38083
3683,3479.12,15.0994,0.145636,2910.6,8.7178
3684,3479.96,15.1112,0.145058,2910.91,9.27362
3685,3480.8,15.1228,0.143896,2911.23,9.59166
3686,3481.65,15.1343,0.145111,2911.56,9.21954
3687,3482.48,15.1465,0.146939,2911.85,9.38083
3688,3483.33,15.1576,0.150073,2912.21,9.74679
3689,3484.19,15.1684,0.154877,2912.6,9.59166
3690,3485.04,15.1792,0.161106,2912.98,10.9087
3691,3485.9,15.19,0.168965,2913.37,10.5357
3692,3486.77,15.199,0.177337,2913.87,11.2694
3693,3487.65,15.2079,0.187459,2914.39,12
3694,3488.55,15.2156,0.198182,2914.98,12.6491
3695,3489.46,15.2223,0.211588,2915.64,13.3791
3696,3490.38,15.2282,0.225008,2916.34,14.5258
3697,3491.32,15.2325,0.239176,2917.15,15.4919
3698,3492.31,15.2331,0.258404,2918.2,17.1172
3699,3493.32,15.2324,0.276821,2919.34,18.0831
3700,3494.37,15.2289,0.296232,2920.65,19.2354
3701,3495.42,15.2256,0.313353,2921.96,20.1494
3702,3496.54,15.2166,0.333636,2923.62,21.5407
3703,3497.71,15.2038,0.354394,2925.54,22.9347
3704,3498.92,15.1879,0.373532,2927.64,24.1039
3705,3500.16,15.1702,0.390918,2929.86,25.0799
3706,3501.49,15.1461,0.408516,2932.5,26.2107
3707,3502.86,15.1184,0.422814,2935.35,27.1662
3708,3504.22,15.0922,0.43229,2938.1,27.9106
3709,3505.62,15.0626,0.439935,2941.08,28.3196
3710,3507,15.0338,0.443768,2944,28.6182
3711,3508.46,15.0005,0.443217,2947.2,28.4956
3712,3509.88,14.969,0.438458,2950.28,28.2843
3713,3511.26,14.9409,0.430415,2953.13,27.6586
3714,3512.6,14.9153,0.419026,2955.82,26.9258
3715,3513.97,14.8883,0.40416,2958.6,25.865
3716,3515.26,14.867,0.388333,2961,24.98
3717,3516.52,14.8472,0.369321,2963.31,23.8537
3718,3517.75,14.8302,0.349167,2965.43,22.5167
3719,3518.89,14.8203,0.330604,2967.1,21.2132
3720,3519.99,14.8124,0.312134,2968.64,20.1246
3721,3521.08,14.8063,0.291925,2970.06,18.6548
3722,3522.13,14.8027,0.274746,2971.32,17.5214
3723,3523.15,14.8012,0.257131,2972.45,16.5529
3724,3524.13,14.8022,0.240956,2973.41,15.4919
3725,3525.08,14.8062,0.225584,2974.18,14.3875
3726,3526.03,14.8097,0.211371,2974.98,13.5277
3727,3526.96,14.8151,0.197797,2975.67,12.6491
3728,3527.87,14.8215,0.185084,2976.29,11.8322
3729,3528.76,14.83,0.174299,2976.77,11
3730,3529.63,14.8395,0.164805,2977.19,10.4403
3731,3530.49,14.8496,0.155761,2977.58,9.79796
3732,3531.35,14.8605,0.146471,2977.91,9
3733,3532.2,14.8715,0.138217,2978.24,8.7178
3734,3533.04,14.883,0.131543,2978.54,8.48528
3735,3533.88,14.895,0.124939,2978.8,8.18535
3736,3534.71,14.9076,0.117901,2979.02,7.54983
3737,3535.53,14.9208,0.11247,2979.22,7.28011
3738,3536.35,14.9339,0.107262,2979.41,6.78233
3739,3537.17,14.9474,0.102012,2979.59,5.91608
3740,3537.99,14.9607,0.0975781,2979.77,5.83095
3741,3538.8,14.9747,0.0932604,2979.91,5.83095
3742,3539.61,14.9891,0.0893328,2980.03,5.91608
3743,3540.41,15.004,0.0865567,2980.12,5.56776
3744,3541.21,15.0185,0.0815649,2980.24,5.19615
3745,3542.01,15.0333,0.0791919,2980.33,4.79583
3746,3542.81,15.0481,0.0745265,2980.43,4.3589
3747,3543.61,15.0633,0.0728702,2980.5,4.89898
3748,3544.4,15.0785,0.0713893,2980.58,4.24264
3749,3545.2,15.0936,0.0692189,2980.66,3.74166
3750,3545.99,15.1088,0.0659451,2980.74,4.24264
3751,3546.78,15.1242,0.0627437,2980.8,4.12311
3752,3547.57,15.1397,0.0627437,2980.86,4.24264
3753,3548.36,15.1553,0.0596263,2980.93,3.60555
3754,3549.15,15.1714,0.0584634,2980.95,3.4641
3755,3549.94,15.1868,0.0567416,2981.02,4
3756,3550.73,15.2025,0.0551044,2981.07,3.60555
3757,3551.51,15.2183,0.0551044,2981.13,2.82843
3758,3552.3,15.2343,0.0538439,2981.16,3.16228
3759,3553.09,15.2499,0.0516748,2981.22,3.60555
3760,3553.87,15.2658,0.0486324,2981.27,3.16228
3761,3554.65,15.2822,0.05123,2981.28,3.4641
3762,3555.43,15.2987,0.0497184,2981.3,3
3763,3556.22,15.3144,0.05123,2981.36,3.4641
3764,3557,15.3306,0.0497184,2981.39,2.82843
3765,3557.78,15.3468,0.048789,2981.43,2.23607
3766,3558.56,15.3629,0.0455543,2981.47,2.44949
3767,3559.34,15.3796,0.0473608,2981.48,3
3768,3560.12,15.3956,0.0478416,2981.53,2.64575
3769,3560.9,15.4117,0.046875,2981.58,3.4641
3770,3561.68,15.4283,0.0463841,2981.6,1
3771,3562.46,15.4448,0.0465483,2981.61,3
3772,3563.24,15.4607,0.0478416,2981.68,2.82843
3773,3564.02,15.4772,0.0448794,2981.7,3.16228
3774,3564.79,15.4942,0.0447091,2981.7,3.4641
3775,3565.57,15.5102,0.046712,2981.76,3
3776,3566.35,15.5269,0.0448794,2981.78,2.64575
3777,3567.13,15.5431,0.0471994,2981.83,2.64575
3778,3567.9,15.5601,0.0450491,2981.84,2.44949
3779,3568.68,15.5766,0.0483176,2981.87,1
3780,3569.45,15.593,0.0465483,2981.91,2.82843
3781,3570.23,15.6096,0.046712,2981.94,2.82843
3782,3571,15.6264,0.0447091,2981.97,2.82843
3783,3571.78,15.6429,0.0453865,2982.01,2
3784,3572.56,15.6594,0.0484753,2982.05,2.23607
3785,3573.33,15.6764,0.0450491,2982.06,3.4641
3786,3574.1,15.6931,0.0480008,2982.1,2.82843
3787,3574.88,15.7096,0.0463841,2982.14,3
3788,3575.65,15.7264,0.0476819,2982.17,4.3589
3789,3576.43,15.7429,0.0486324,2982.22,2.64575
3790,3577.2,15.7602,0.0509313,2982.22,3.31662
3791,3577.98,15.7765,0.0491008,2982.28,2.82843
3792,3578.75,15.7934,0.0501767,2982.31,2.82843
3793,3579.52,15.8102,0.0513787,2982.34,3.31662
3794,3580.3,15.8269,0.0510808,2982.39,2.64575
3795,3581.07,15.8435,0.05123,2982.44,3.74166
3796,3581.84,15.8608,0.0528428,2982.45,2.82843
3797,3582.62,15.877,0.052987,2982.53,3.4641
3798,3583.39,15.8942,0.0537021,2982.55,2.44949
3799,3584.16,15.9111,0.0580706,2982.58,3.60555
3800,3584.94,15.9276,0.0555182,2982.65,2.44949
3801,3585.71,15.9447,0.0549658,2982.68,3.16228
